Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
Fludrocortisone,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
Fludrocortisone,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
Fludrocortisone,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
Fludrocortisone,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
Fludrocortisone,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
Flufenacet,TargetPeak,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenacet,Fragment,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenacet,Fragment,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenacet,Fragment,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenacet,Fragment,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenacet,Fragment,,,,,,,,,,,,,,,,,,,7.41,,,,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F
Flufenamic acid,TargetPeak,,,,,,,,,,,,,,,,,,,7.71,,,,
Flufenamic acid,Fragment,,,,,,,,,,,,,,,,,,,7.71,,,,
Flufenamic acid,Fragment,,,,,,,,,,,,,,,,,,,7.71,,,,
Fluindione,TargetPeak,,,,,,,,,,,,,,,,,,,6.3,,,,
Fluindione,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,,
Fluindione,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,,
Fluindione,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,,
Fluindione,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,,
Fluindione,Fragment,,,,,,,,,,,,,,,,,,,6.3,,,,
Flumazenil,TargetPeak,,,,,,,,,,,,,,,,,,,5,,,,
Flumazenil,Fragment,,,,,,,,,,,,,,,,,,,5,,,,
Flumazenil,Fragment,,,,,,,,,,,,,,,,,,,5,,,,
Flumazenil,Fragment,,,,,,,,,,,,,,,,,,,5,,,,
Flumazenil,Fragment,,,,,,,,,,,,,,,,,,,5,,,,
Flumazenil,Fragment,,,,,,,,,,,,,,,,,,,5,,,,
Flumequine,TargetPeak,,,,,,,,,,,,,,,,,,,5.56,,,,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
Flumequine,Fragment,,,,,,,,,,,,,,,,,,,5.56,,,,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
Flumequine,Fragment,,,,,,,,,,,,,,,,,,,5.56,,,,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
Flumequine,Fragment,,,,,,,,,,,,,,,,,,,5.56,,,,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
Flumethasone,TargetPeak,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumethasone,Fragment,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumethasone,Fragment,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumethasone,Fragment,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumethasone,Fragment,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumethasone,Fragment,,,,,,,,,,,,,,,,,,,6,,,,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
Flumetralin,TargetPeak,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetralin,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetralin,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetralin,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetralin,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetralin,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
Flumetsulam,TargetPeak,,,,,,,,,,,,,,,,,,,4.74,,,,
Flumetsulam,Fragment,,,,,,,,,,,,,,,,,,,4.74,,,,
Flumetsulam,Fragment,,,,,,,,,,,,,,,,,,,4.74,,,,
Flumetsulam,Fragment,,,,,,,,,,,,,,,,,,,4.74,,,,
Flumicloracpentyl,TargetPeak,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumicloracpentyl,Fragment,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumicloracpentyl,Fragment,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumicloracpentyl,Fragment,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumicloracpentyl,Fragment,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumicloracpentyl,Fragment,,,,,,,,,,,,,,,,,,,7.81,,,,
Flumioxazin,TargetPeak,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flumioxazin,Fragment,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flumioxazin,Fragment,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flumioxazin,Fragment,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flumioxazin,Fragment,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flumioxazin,Fragment,,,,,,,,,,,,,,,,,,,7,,,,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F
Flunarizine,TargetPeak,,,,,,,,,,,,,,,,,,,7.04,,,,
Flunarizine,Fragment,,,,,,,,,,,,,,,,,,,7.04,,,,
Flunarizine,Fragment,,,,,,,,,,,,,,,,,,,7.04,,,,
Flunitrazepam,TargetPeak,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,6.16,
Flunitrazepamd3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Flunixin,TargetPeak,,,,,,,,,,,,,,,,,,,6.27,,,,
Flunixin,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,
Flunixin,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,
Flunixin,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,
Fluocinolone acetonide,TargetPeak,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinolone acetonide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinolone acetonide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinolone acetonide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinolone acetonide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinolone acetonide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
Fluocinonide,TargetPeak,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluocinonide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluocinonide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluocinonide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluocinonide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluocinonide,Fragment,,,,,,,,,,,,,,,,,,,7.22,,,,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
Fluometuron,TargetPeak,,,,,,,,,,,,,,,,,,,5.83,,,,
Fluometuron,Fragment,,,,,,,,,,,,,,,,,,,5.83,,,,
Fluometuron,Fragment,,,,,,,,,,,,,,,,,,,5.83,,,,
Fluometuron,Fragment,,,,,,,,,,,,,,,,,,,5.83,,,,
Fluometuron,Fragment,,,,,,,,,,,,,,,,,,,5.83,,,,
Fluopicolide,TargetPeak,,,,,,,,,,,,,,,,,,,7.08,,,,
Fluopicolide,Fragment,,,,,,,,,,,,,,,,,,,7.08,,,,
Fluoroglycofenethyl,TargetPeak,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluoroglycofenethyl,Fragment,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluoroglycofenethyl,Fragment,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluoroglycofenethyl,Fragment,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluoroglycofenethyl,Fragment,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluoroglycofenethyl,Fragment,,,,,,,,,,,,,,,,,,,8.35,,,,
Fluorometholone,TargetPeak,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluorometholone,Fragment,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluorometholone,Fragment,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluorometholone,Fragment,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluorometholone,Fragment,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluorometholone,Fragment,,,,,,,,,,,,,,,,,,,6.37,,,,
Fluoronitazene,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
FluoxetineCE10,TargetPeak,,,,,,,,,,,,,,,,,,,6.29,,,,
FluoxetineCE10,Fragment,,,,,,,,,,,,,,,,,,,6.29,,,,
Fluoxetined6,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Fluoxymesterone,TargetPeak,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Fluoxymesterone,Fragment,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Fluoxymesterone,Fragment,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Fluoxymesterone,Fragment,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Fluoxymesterone,Fragment,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Fluoxymesterone,Fragment,,,,,,,,,,,,,,,,,,,6.16,,,,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F
Flupentixol,TargetPeak,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flupentixol,Fragment,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flupentixol,Fragment,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flupentixol,Fragment,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flupentixol,Fragment,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flupentixol,Fragment,,,,,,,,,,,,,,,,,,,6.68,,,,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,TargetPeak,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,Fragment,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,Fragment,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,Fragment,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,Fragment,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Fluphenazine,Fragment,,,,,,,,,,,,,,,,,,,6.56,,,6.36,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
Flurandrenolide,TargetPeak,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurandrenolide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurandrenolide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurandrenolide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurandrenolide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurandrenolide,Fragment,,,,,,,,,,,,,,,,,,,6.33,,,,
Flurazepam,TargetPeak,,,,,,,,,,,,,,,,,,,5.35,,,5.35,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Flurazepam,Fragment,,,,,,,,,,,,,,,,,,,5.35,,,5.35,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Flurazepam,Fragment,,,,,,,,,,,,,,,,,,,5.35,,,5.35,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Flurazepam,Fragment,,,,,,,,,,,,,,,,,,,5.35,,,5.35,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
Flurazepamd10,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Flurbiprofenneg,TargetPeak,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenneg,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenneg,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenneg,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenneg,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenneg,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,TargetPeak,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurbiprofenpos,Fragment,,,,,,,,,,,,,,,,,,,7.12,,,,
Flurenol,TargetPeak,,,,,,,,,,,,,,,,,,,5.96,,,,
Flurenol,Fragment,,,,,,,,,,,,,,,,,,,5.96,,,,
Flurenol,Fragment,,,,,,,,,,,,,,,,,,,5.96,,,,
Flurenol,Fragment,,,,,,,,,,,,,,,,,,,5.96,,,,
Flurenol,Fragment,,,,,,,,,,,,,,,,,,,5.96,,,,
Fluridone,TargetPeak,,,,,,,,,,,,,,,,,,,6.84,,,,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
Fluridone,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
Fluridone,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
Fluridone,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
Fluridone,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3
Flurprimidol,TargetPeak,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurprimidol,Fragment,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurprimidol,Fragment,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurprimidol,Fragment,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurprimidol,Fragment,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurprimidol,Fragment,,,,,,,,,,,,,,,,,,,6.78,,,,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O
Flurtamone,TargetPeak,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Flurtamone,Fragment,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Flurtamone,Fragment,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Flurtamone,Fragment,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Flurtamone,Fragment,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Flurtamone,Fragment,,,,,,,,,,,,,,,,,,,6.93,,,,CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F
Fluspirilene,TargetPeak,,,,,,,,,,,,,,,,,,,6.77,,,,
Fluspirilene,Fragment,,,,,,,,,,,,,,,,,,,6.77,,,,
Fluspirilene,Fragment,,,,,,,,,,,,,,,,,,,6.77,,,,
Fluspirilene,Fragment,,,,,,,,,,,,,,,,,,,6.77,,,,
Fluspirilene,Fragment,,,,,,,,,,,,,,,,,,,6.77,,,,
Fluspirilene,Fragment,,,,,,,,,,,,,,,,,,,6.77,,,,
Flusulfamide,TargetPeak,,,,,,,,,,,,,,,,,,,7.87,,,,
Flusulfamide,Fragment,,,,,,,,,,,,,,,,,,,7.87,,,,
Flusulfamide,Fragment,,,,,,,,,,,,,,,,,,,7.87,,,,
Flusulfamide,Fragment,,,,,,,,,,,,,,,,,,,7.87,,,,
Flusulfamide,Fragment,,,,,,,,,,,,,,,,,,,7.87,,,,
Flusulfamide,Fragment,,,,,,,,,,,,,,,,,,,7.87,,,,
Flutamideneg,TargetPeak,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamideneg,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamideneg,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamideneg,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamideneg,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamideneg,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,TargetPeak,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Flutamidepos,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,TargetPeak,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluthiacetmethyl,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Fluticasone propionate,TargetPeak,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone propionate,Fragment,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone propionate,Fragment,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone propionate,Fragment,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone propionate,Fragment,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone propionate,Fragment,,,,,,,,,,,,,,,,,,,7.75,,,,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
Fluticasone17betaCOOH,TargetPeak,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH,Fragment,,,,,,,,,,,,,,,,,,,6.18,,,,
Fluticasone17betaCOOH proprionate,TargetPeak,,,,,,,,,,,,,,,,,,,6.96,,,,
Fluticasone17betaCOOH proprionate,Fragment,,,,,,,,,,,,,,,,,,,6.96,,,,
Fluticasone17betaCOOH proprionate,Fragment,,,,,,,,,,,,,,,,,,,6.96,,,,
Fluticasone17betaCOOH proprionate,Fragment,,,,,,,,,,,,,,,,,,,6.96,,,,
Fluvoxamine,TargetPeak,,,,,,,,,,,,,,,,,,,5.87,,,5.76,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Fluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,5.76,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Fluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,5.76,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Fluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,5.76,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
Fluvoxamine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,5.76,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
